CaseID,Title,DateOpened,Status,AssignedDetectiveID,CrimeType,Location
C2642,Necessary cost,2023-04-18,Open,D1071,Robbery,"South Sarahberg, SD"
C2643,State list author,2025-03-09,Open,D1115,Robbery,"East Teresa, MS"
C2644,Tough move so compare,2024-05-03,Open,D1020,Robbery,"Marshallstad, OK"
C2645,Know news rock,2024-09-14,Closed,D1101,Narcotics,"Christopherberg, MI"
C2646,Trip system,2022-10-01,Open,D1037,Fraud,"Wolfeton, KY"
C2647,Pass minute name,2023-05-05,Closed,D1181,Cyber Crime,"South John, TX"
C2648,Movement couple,2023-11-02,Open,D1145,Robbery,"Bennetttown, IA"
C2649,Couple,2025-04-15,Closed,D1124,Narcotics,"Kelleyhaven, AL"
C2650,Prepare rich,2022-08-29,Open,D1156,Cyber Crime,"East Joseph, DC"
C2651,Commercial beyond technology system,2022-08-02,Open,D1170,Narcotics,"West Dawn, TX"
C2652,Shoulder explain,2024-01-29,Closed,D1057,Fraud,"Jonton, NY"
C2653,Town ahead,2024-05-31,Open,D1025,Cyber Crime,"Danielleville, AZ"
C2654,Outside product strong,2024-11-11,Closed,D1048,Cyber Crime,"West Robin, FL"
C2655,Discuss structure,2022-05-16,Closed,D1189,Homicide,"South Dennis, WI"
C2656,Cover sister,2022-06-02,Open,D1017,Fraud,"Port Nancymouth, MS"
C2657,Threat,2023-07-28,Closed,D1051,Narcotics,"Marshallville, DE"
C2658,And each ever,2022-05-25,Open,D1125,Fraud,"Luceroland, HI"
C2659,Like hold reduce,2022-10-20,Closed,D1132,Narcotics,"New Robertview, ID"
C2660,Expect offer,2025-03-15,Open,D1039,Homicide,"Scottmouth, MT"
C2661,World them,2023-07-23,Closed,D1018,Narcotics,"New Johntown, VA"
C2662,Gun reason,2024-03-16,Closed,D1187,Robbery,"North Heatherstad, NM"
C2663,Attorney,2023-11-30,Open,D1145,Fraud,"West Emilyhaven, TX"
C2664,Staff great physical,2022-07-13,Closed,D1116,Fraud,"South Krystaltown, MN"
C2665,Attack total,2024-10-04,Open,D1182,Narcotics,"New Pamela, GA"
C2666,Court recent long,2024-03-16,Closed,D1013,Robbery,"Teresaview, ND"
C2667,Foreign local short,2024-10-14,Closed,D1074,Fraud,"West Kimberlyhaven, NV"
C2668,Without road participant,2022-10-31,Closed,D1171,Narcotics,"East Tracifurt, KS"
C2669,Peace finish science,2024-09-23,Open,D1167,Narcotics,"South Daniel, KS"
C2670,Coach bring,2023-03-16,Open,D1120,Cyber Crime,"North Matthewhaven, IA"
C2671,Herself produce now,2022-10-31,Closed,D1175,Fraud,"North Rhondastad, MS"
C2672,Lead,2024-08-14,Closed,D1122,Fraud,"East Jessica, IL"
C2673,Another game,2022-10-18,Open,D1166,Cyber Crime,"Shelleyfurt, AK"
C2674,Imagine firm,2025-02-06,Open,D1192,Narcotics,"Michelleborough, IL"
C2675,Something offer,2023-12-02,Closed,D1090,Narcotics,"Marissaland, MD"
C2676,Happy detail drive,2023-05-09,Open,D1199,Narcotics,"Port Gregoryside, NY"
C2677,Civil thousand moment,2023-01-26,Closed,D1016,Cyber Crime,"Ericland, WY"
C2678,Forward carry effect,2024-10-01,Open,D1150,Robbery,"Paulland, MT"
C2679,Culture,2023-10-29,Closed,D1167,Homicide,"Lopezborough, AZ"
C2680,Common training moment,2023-05-12,Open,D1186,Homicide,"Bradleyshire, WA"
C2681,Action seem,2024-06-20,Closed,D1142,Narcotics,"Johnstad, AK"
C2682,About sense day,2024-06-12,Closed,D1046,Homicide,"New Jacobport, GA"
C2683,Outside writer human,2023-02-08,Closed,D1090,Cyber Crime,"West Shannon, IN"
C2684,Writer right drug,2023-08-31,Closed,D1012,Homicide,"Mitchellstad, SC"
C2685,Few space new,2022-10-19,Open,D1063,Narcotics,"Stevenmouth, TX"
C2686,General firm,2023-08-23,Open,D1011,Narcotics,"South Lisastad, WY"
C2687,Foot marriage,2023-03-14,Closed,D1152,Robbery,"Riveraborough, AR"
C2688,Strategy poor husband,2023-04-08,Open,D1068,Homicide,"North Madelinemouth, CT"
C2689,Opportunity her,2023-01-08,Open,D1121,Fraud,"North Brandon, AL"
C2690,Word,2022-08-04,Open,D1017,Homicide,"North Mikayla, CT"
C2691,World decade spring,2024-12-10,Closed,D1037,Narcotics,"Brendanburgh, KY"
C2692,Size,2022-06-25,Open,D1055,Robbery,"South Katieshire, MA"
C2693,Sound time result,2024-06-05,Open,D1138,Homicide,"Seanborough, NM"
C2694,Tough score,2022-06-21,Open,D1114,Narcotics,"Port Michelle, CO"
C2695,None degree newspaper what,2022-08-24,Closed,D1038,Homicide,"New Curtisbury, CO"
C2696,Candidate goal just,2023-09-18,Open,D1168,Fraud,"Alexanderton, CA"
C2697,Dream billion sometimes,2025-03-30,Open,D1014,Robbery,"New Jennifer, MS"
C2698,Deal size,2023-12-18,Closed,D1196,Cyber Crime,"New Davidburgh, OH"
C2699,Evidence arm mission,2024-02-10,Open,D1126,Cyber Crime,"Hallhaven, NC"
C2700,Record determine activity,2024-03-15,Open,D1142,Robbery,"Lake Monicachester, TN"
C2701,Fly deal purpose,2022-12-29,Open,D1094,Cyber Crime,"Lake Christophermouth, MN"
C2702,See give,2023-12-19,Open,D1136,Fraud,"Lake Christinatown, CO"
C2703,You interesting,2024-10-15,Open,D1143,Fraud,"Lewisburgh, OR"
C2704,Step spring,2022-09-24,Closed,D1134,Robbery,"Davidfort, SC"
C2705,Bill agree tough,2025-01-01,Open,D1047,Cyber Crime,"East Lauren, NV"
C2706,Real development order however,2025-04-23,Open,D1025,Cyber Crime,"Patriciaberg, RI"
C2707,Senior responsibility culture,2023-04-27,Closed,D1108,Fraud,"North Pedro, NM"
C2708,Range call,2023-08-12,Closed,D1135,Robbery,"Davisview, NJ"
C2709,State ahead,2022-10-08,Open,D1095,Narcotics,"Angelamouth, NE"
C2710,Next could thank statement,2025-02-15,Open,D1047,Homicide,"Lake Christinaton, SC"
C2711,Offer cut ago,2024-12-05,Closed,D1143,Homicide,"Lake David, MO"
C2712,Throw staff age,2023-07-26,Closed,D1168,Fraud,"North Patriciatown, ND"
C2713,Act factor team,2024-08-03,Closed,D1060,Homicide,"Christineberg, MD"
C2714,What,2023-03-16,Open,D1008,Homicide,"East Jeffrey, ME"
C2715,Organization nature according point,2023-07-26,Open,D1083,Homicide,"Jenniferborough, RI"
C2716,Environmental event,2022-12-24,Open,D1072,Cyber Crime,"West Joshua, MA"
C2717,May final poor avoid,2025-02-15,Closed,D1014,Homicide,"East Madisonmouth, FL"
C2718,Head seat,2025-04-20,Closed,D1059,Cyber Crime,"Whitechester, NM"
C2719,Face common same Congress,2024-11-30,Closed,D1197,Fraud,"Tristanville, IL"
C2720,Person still,2025-02-08,Open,D1034,Fraud,"Masonton, KY"
C2721,Writer your suggest,2023-12-17,Open,D1094,Cyber Crime,"Lake Carolburgh, NY"
C2722,Majority make,2025-04-21,Closed,D1093,Homicide,"West Tanyaberg, ND"
C2723,Walk road,2022-10-31,Open,D1104,Cyber Crime,"East Rhondafort, WY"
C2724,Say people,2023-05-15,Closed,D1071,Homicide,"West Shannonbury, WY"
C2725,Marriage member action,2023-04-27,Open,D1125,Cyber Crime,"Lake Andreabury, IA"
C2726,Season course,2024-04-03,Open,D1052,Homicide,"West Tina, WA"
C2727,State,2024-03-21,Closed,D1088,Fraud,"New Joannefurt, WY"
C2728,You,2025-02-09,Open,D1041,Robbery,"Lake Amber, ME"
C2729,Avoid what present source,2022-11-22,Open,D1141,Homicide,"Osbornland, NM"
C2730,Answer other,2023-04-08,Closed,D1180,Fraud,"Davisfurt, MO"
C2731,Next author program,2022-06-28,Closed,D1014,Cyber Crime,"West Danielchester, VA"
C2732,Along billion product,2024-11-03,Open,D1118,Fraud,"Millerland, NH"
C2733,North past hour,2022-07-06,Open,D1119,Fraud,"East Jesse, NY"
C2734,About activity floor,2022-07-05,Open,D1113,Robbery,"South Paulmouth, MO"
C2735,Region remain citizen,2024-10-13,Closed,D1155,Cyber Crime,"Zacharyport, ID"
C2736,Born discussion,2024-06-10,Closed,D1183,Fraud,"Lake Arthur, UT"
C2737,Hospital figure,2023-08-26,Open,D1108,Homicide,"Campbelltown, ID"
C2738,A international main,2023-01-16,Closed,D1099,Narcotics,"Nicolasfurt, AK"
C2739,Fall,2024-07-02,Closed,D1061,Robbery,"Smithberg, AZ"
C2740,Nor establish,2023-11-01,Closed,D1096,Narcotics,"East Glenn, WA"
C2741,Mother,2023-10-21,Closed,D1181,Robbery,"North Barbara, DC"
C2742,Town increase word,2022-11-09,Open,D1017,Narcotics,"Thompsonberg, MT"
C2743,Recently whose,2022-08-06,Open,D1046,Robbery,"East Robertside, WA"
C2744,Loss development shoulder,2024-01-16,Open,D1086,Narcotics,"Seanfurt, ID"
C2745,Herself recently support,2024-04-19,Open,D1026,Fraud,"South Mariafurt, NE"
C2746,Possible herself mean,2023-09-15,Open,D1093,Robbery,"North Phillipland, NE"
C2747,Several mouth camera,2022-06-20,Open,D1091,Narcotics,"West Jean, NH"
C2748,Friend performance school,2023-12-22,Closed,D1086,Cyber Crime,"Lake Johnburgh, MS"
C2749,Alone bit,2024-04-24,Closed,D1082,Narcotics,"Vincenttown, UT"
C2750,Exist enough,2022-11-19,Open,D1115,Robbery,"Justinburgh, NV"
C2751,Democrat every,2024-09-29,Closed,D1035,Narcotics,"Woodfurt, PA"
C2752,Cause rather,2022-06-28,Closed,D1081,Homicide,"West Keithfort, MS"
C2753,Southern water her,2023-05-27,Open,D1180,Robbery,"Port Andrew, CT"
C2754,Difficult understand next,2023-11-18,Closed,D1083,Robbery,"West Donald, SC"
C2755,Team American sing,2025-01-28,Open,D1182,Cyber Crime,"Johnsonfurt, WY"
C2756,East popular prove,2022-10-12,Closed,D1157,Homicide,"Porterport, WI"
C2757,Mission thus place into,2024-08-22,Open,D1178,Narcotics,"North Joshua, WY"
C2758,Remain,2023-04-27,Open,D1004,Narcotics,"Lake Michelletown, CT"
C2759,Term evening decade,2024-11-14,Closed,D1016,Robbery,"West Kathyview, WV"
C2760,Open court,2024-12-19,Open,D1052,Robbery,"Port Mindyfurt, TN"
C2761,Machine once think agent,2024-08-04,Open,D1091,Cyber Crime,"Hofurt, NV"
C2762,Accept yourself conference,2023-07-03,Open,D1076,Cyber Crime,"New Juliemouth, LA"
C2763,Section voice,2024-07-15,Open,D1086,Fraud,"South Kristenmouth, NJ"
C2764,Tough think,2023-06-15,Open,D1088,Robbery,"West Michaelfort, NY"
C2765,Look challenge,2023-07-01,Closed,D1020,Narcotics,"Williamville, NJ"
C2766,It every,2022-06-15,Open,D1168,Narcotics,"Paulland, MI"
C2767,Feel law my,2024-05-30,Closed,D1137,Cyber Crime,"Port Tina, NY"
C2768,Would around,2023-02-03,Open,D1095,Homicide,"Port Tammyville, VA"
C2769,Enter lot kid,2022-05-29,Open,D1119,Narcotics,"Norrisburgh, WI"
C2770,Every law,2023-05-04,Open,D1063,Fraud,"Kevinfurt, FL"
C2771,Because common management,2023-12-27,Open,D1172,Homicide,"New Michaelfort, MN"
C2772,Process truth campaign,2024-08-02,Closed,D1025,Narcotics,"Garrettshire, SC"
C2773,Difficult very,2023-05-30,Open,D1122,Fraud,"Melissafort, ND"
C2774,Town decide series,2022-09-01,Closed,D1146,Narcotics,"Port Andrea, AK"
C2775,Old special,2024-09-09,Open,D1136,Homicide,"Rushland, WI"
C2776,Chance picture compare imagine,2022-07-14,Open,D1042,Fraud,"West Kaylaview, MN"
C2777,Machine economy,2022-05-06,Open,D1118,Robbery,"Port Josestad, LA"
C2778,With across,2022-08-26,Closed,D1048,Homicide,"East Rebecca, MT"
C2779,Arrive nice pretty,2022-07-07,Open,D1130,Narcotics,"New Brandon, MA"
C2780,Billion,2023-10-25,Closed,D1099,Cyber Crime,"New Danielberg, OR"
C2781,Most use,2023-05-05,Closed,D1086,Fraud,"Youngmouth, SD"
C2782,Maintain blood goal strong,2023-06-18,Open,D1194,Robbery,"East Ronald, VA"
C2783,Later on garden,2023-03-31,Open,D1114,Narcotics,"Parkerberg, SC"
C2784,Against much middle,2023-05-29,Closed,D1068,Narcotics,"South Allenfort, MN"
C2785,Employee campaign,2022-08-11,Open,D1195,Homicide,"Robertburgh, WV"
C2786,Concern form lawyer,2023-01-04,Open,D1187,Cyber Crime,"Port Pamelaburgh, UT"
C2787,Season,2022-10-07,Closed,D1124,Robbery,"Macdonaldville, NY"
C2788,Team happy,2023-08-19,Open,D1136,Robbery,"Marcusbury, SD"
C2789,Movie plant place,2023-06-30,Closed,D1049,Robbery,"New Timothyhaven, HI"
C2790,Growth shoulder family,2025-01-14,Closed,D1136,Fraud,"Hollowayville, SC"
C2791,Science third new,2023-09-27,Open,D1111,Fraud,"Salasfort, DE"
C2792,Move ready,2023-05-29,Open,D1179,Cyber Crime,"Andreborough, GA"
C2793,Team,2023-05-19,Closed,D1055,Homicide,"Kimberlyview, MA"
C2794,Third that,2024-09-10,Closed,D1101,Robbery,"West Gregory, IA"
C2795,Drive choice,2023-03-08,Closed,D1137,Narcotics,"Port Megan, WV"
C2796,Difficult cost sometimes,2024-04-22,Open,D1067,Narcotics,"Martinezborough, NH"
C2797,Movement lay,2024-08-04,Closed,D1093,Narcotics,"Rhondaborough, TN"
C2798,No thought,2022-11-26,Closed,D1194,Narcotics,"Sheilamouth, MI"
C2799,Reflect best,2025-03-13,Closed,D1001,Robbery,"East Christopherview, PA"
C2800,Full recent school,2024-04-26,Closed,D1093,Robbery,"Port Samantha, MN"
C2801,Difference successful town phone,2023-01-18,Open,D1081,Homicide,"New James, AK"
C2802,Maybe computer,2024-10-11,Closed,D1107,Robbery,"New Scott, TN"
C2803,Step site determine another,2025-04-15,Closed,D1063,Narcotics,"Gregoryborough, MA"
C2804,As painting,2023-07-09,Closed,D1029,Homicide,"Lake Paulamouth, TX"
C2805,Major,2022-05-05,Open,D1162,Cyber Crime,"South Brianside, DC"
C2806,Southern involve,2023-09-10,Open,D1054,Cyber Crime,"East Jonathanport, WI"
C2807,Research chance citizen,2022-09-01,Open,D1052,Robbery,"New Brent, DE"
C2808,Appear,2024-12-29,Open,D1147,Narcotics,"West Ethan, RI"
C2809,Interview city,2025-02-28,Closed,D1075,Robbery,"West Thomas, PA"
C2810,Another perform inside,2022-06-20,Open,D1166,Fraud,"North Tammyside, KS"
C2811,Teacher,2022-06-28,Closed,D1001,Robbery,"Jacksonhaven, NJ"
C2812,Wonder camera involve,2023-10-09,Closed,D1164,Fraud,"East Emilyside, FL"
C2813,Low guy,2024-12-11,Open,D1000,Cyber Crime,"South Paulmouth, NH"
C2814,Teach race computer,2023-02-24,Closed,D1185,Cyber Crime,"Danielview, CO"
C2815,Ahead cup service special,2023-01-01,Open,D1131,Fraud,"Shirleyfurt, WY"
C2816,My hundred,2024-05-11,Open,D1160,Cyber Crime,"Billchester, VA"
C2817,Serious modern seem,2024-04-26,Closed,D1034,Robbery,"Davidbury, MN"
C2818,Rich painting including structure,2025-04-06,Closed,D1103,Cyber Crime,"Lake Desiree, MO"
C2819,Or station smile,2023-03-30,Closed,D1115,Narcotics,"Wintersfort, NM"
C2820,Ability scene,2023-08-21,Closed,D1045,Fraud,"Coreyberg, HI"
C2821,Life explain find,2022-08-21,Closed,D1053,Cyber Crime,"Harrisville, DC"
C2822,Determine baby,2023-12-02,Closed,D1166,Narcotics,"West Danielside, VA"
C2823,Class side,2023-12-11,Closed,D1015,Cyber Crime,"Nelsonhaven, AL"
C2824,Necessary allow,2023-03-30,Closed,D1087,Homicide,"Taylorville, WV"
C2825,West that book,2023-02-25,Closed,D1126,Cyber Crime,"North Brandonhaven, MS"
C2826,Throw body because,2023-03-05,Closed,D1017,Homicide,"Phillipberg, TX"
C2827,Name service here,2023-04-23,Closed,D1166,Cyber Crime,"Smithburgh, AR"
C2828,World better focus,2023-01-22,Closed,D1087,Narcotics,"West Donnaborough, TN"
C2829,Respond both,2025-01-04,Open,D1088,Narcotics,"West Chelseatown, SC"
C2830,Draw peace class,2024-05-19,Closed,D1139,Homicide,"New Michelle, HI"
C2831,Old arrive whose,2023-10-12,Closed,D1138,Cyber Crime,"Caseyland, VA"
C2832,Dog shoulder record,2022-05-23,Open,D1090,Homicide,"South Williamfort, LA"
C2833,Ready,2023-08-26,Closed,D1129,Fraud,"New Jamesview, MA"
C2834,Summer dark,2024-12-12,Closed,D1056,Homicide,"Port Markshire, MI"
C2835,Follow major poor,2022-05-02,Closed,D1131,Fraud,"North Diana, KY"
C2836,Name industry,2025-02-19,Open,D1154,Fraud,"Port Lauriefort, NJ"
C2837,Important before also,2022-11-08,Open,D1175,Homicide,"New Timothy, MO"
C2838,Occur media determine,2025-04-03,Closed,D1030,Fraud,"Erikfurt, TN"
C2839,This especially,2023-01-06,Open,D1067,Cyber Crime,"West Stephanieside, KY"
C2840,Lawyer who effect,2022-06-09,Closed,D1013,Narcotics,"Frostchester, AR"
C2841,Put technology too answer,2023-04-18,Open,D1130,Fraud,"Lake Matthewberg, KS"
C2842,Size even,2023-01-13,Open,D1153,Fraud,"Fitzgeraldchester, MT"
C2843,Music around,2023-07-04,Closed,D1064,Narcotics,"North Michaelborough, NM"
C2844,Attack section on,2024-08-06,Closed,D1157,Fraud,"Deborahside, KY"
C2845,Leader add,2025-02-07,Open,D1075,Robbery,"Lake Michellefort, FL"
C2846,Pm large,2024-06-14,Open,D1051,Narcotics,"Whitebury, NV"
C2847,Then full,2024-11-27,Open,D1062,Cyber Crime,"Jonesshire, WA"
C2848,Create board,2025-04-21,Closed,D1048,Fraud,"West Robertshire, GA"
C2849,Ago price upon,2022-07-29,Closed,D1038,Homicide,"Robertland, MO"
C2850,Likely scene,2023-07-02,Closed,D1049,Robbery,"Romerostad, ID"
C2851,Store table ball,2024-02-24,Open,D1097,Robbery,"Rachaelborough, NV"
C2852,Begin establish year,2024-06-14,Closed,D1176,Cyber Crime,"West Sharonmouth, SD"
C2853,Matter she,2023-02-26,Open,D1190,Homicide,"Kathymouth, NJ"
C2854,Mouth test through,2022-10-09,Closed,D1055,Homicide,"Gregoryberg, KS"
C2855,Must assume,2023-02-05,Open,D1089,Homicide,"Bernardstad, CO"
C2856,Base we,2023-04-20,Closed,D1074,Cyber Crime,"Port Leahstad, MA"
C2857,Rise head interest project,2023-02-20,Closed,D1096,Cyber Crime,"Martinmouth, WI"
C2858,Sense type involve,2024-03-24,Open,D1173,Fraud,"West Roberto, IA"
C2859,Present call,2022-06-14,Closed,D1135,Fraud,"East Daniel, ID"
C2860,Shoulder decade pattern,2024-08-28,Open,D1160,Cyber Crime,"East Jenniferburgh, DE"
C2861,Program,2024-03-23,Closed,D1094,Homicide,"West Jackview, PA"
C2862,Production soldier street,2024-02-12,Open,D1158,Narcotics,"Loweville, TN"
C2863,Town less eye,2022-10-15,Closed,D1134,Cyber Crime,"Meganton, NH"
C2864,Discussion,2024-06-21,Closed,D1136,Robbery,"North Michellemouth, UT"
C2865,Very campaign something,2024-05-09,Open,D1019,Robbery,"Burkeshire, GA"
C2866,Yard direction technology,2022-12-14,Open,D1065,Homicide,"Jeremyfurt, AZ"
C2867,Several new,2023-09-25,Open,D1167,Fraud,"West Michael, KS"
C2868,Open peace,2022-10-10,Closed,D1186,Narcotics,"Port Gregorymouth, CA"
C2869,Citizen,2024-03-15,Closed,D1189,Homicide,"Morganside, IA"
C2870,Maintain group,2024-03-04,Closed,D1006,Robbery,"Samanthaburgh, DE"
C2871,Country but south,2023-08-09,Closed,D1005,Narcotics,"North Elizabeth, ND"
C2872,Whatever involve building,2023-05-26,Closed,D1150,Fraud,"Shannonland, MT"
C2873,Light site class,2022-04-30,Open,D1026,Homicide,"West Sarahchester, NV"
C2874,All no,2024-08-24,Closed,D1106,Fraud,"Torresbury, LA"
C2875,Quite hit,2024-09-19,Closed,D1166,Robbery,"Victoriaville, NM"
C2876,End score true,2022-08-23,Closed,D1118,Robbery,"Emilyhaven, GA"
C2877,Fund rest,2025-02-27,Closed,D1133,Fraud,"North Brandon, MI"
C2878,Skill,2023-02-24,Closed,D1093,Homicide,"Floresview, KS"
C2879,Find,2022-05-19,Open,D1087,Cyber Crime,"South Kelly, PA"
C2880,Feeling activity own,2022-12-31,Closed,D1038,Fraud,"Darrylview, MA"
C2881,Rather,2023-03-07,Closed,D1013,Homicide,"South Miguelfurt, OK"
C2882,Lot message,2023-07-06,Closed,D1046,Narcotics,"New Gary, AK"
C2883,Enough physical,2023-10-18,Closed,D1162,Fraud,"Willieside, TX"
C2884,Class sort,2023-01-16,Open,D1040,Fraud,"North Rachel, MN"
C2885,Space subject Democrat,2024-04-28,Open,D1173,Robbery,"West Kathryn, RI"
C2886,Indeed charge,2023-09-26,Open,D1117,Homicide,"Matthewland, NC"
C2887,Building,2024-02-18,Open,D1132,Cyber Crime,"Atkinsfort, AZ"
C2888,People member up,2022-07-28,Closed,D1109,Cyber Crime,"South Jeremy, OH"
C2889,Trouble state,2023-10-23,Open,D1028,Narcotics,"Jamesshire, IL"
C2890,Because,2024-11-28,Closed,D1184,Fraud,"South Dianaland, DE"
C2891,Officer response lay,2023-10-06,Open,D1146,Fraud,"Tiffanymouth, OK"
C2892,Raise visit early,2023-01-24,Closed,D1077,Homicide,"North Rita, CT"
C2893,Ago rate young,2024-06-13,Closed,D1137,Narcotics,"Port Katrinachester, WA"
C2894,Difference field make,2024-03-21,Open,D1168,Fraud,"South Matthew, ND"
C2895,Everyone large,2023-12-13,Closed,D1026,Fraud,"South Kenneth, IA"
C2896,Money cover,2024-09-19,Closed,D1010,Fraud,"Nolantown, AL"
C2897,Machine actually,2022-09-14,Open,D1079,Robbery,"West David, NH"
C2898,Change,2023-02-25,Closed,D1122,Robbery,"East Annetteberg, TN"
C2899,Speak space personal,2023-07-28,Closed,D1086,Fraud,"East Josephbury, SC"
C2900,Family admit Republican federal,2023-06-24,Open,D1095,Cyber Crime,"New Amanda, OK"
C2901,Second top raise,2025-01-05,Closed,D1052,Narcotics,"New Daniel, WA"
C2902,Consider thus partner note,2023-03-23,Closed,D1144,Fraud,"Eileenside, DC"
C2903,Least pass,2023-10-08,Closed,D1110,Narcotics,"Freemanfort, CT"
C2904,Still body,2025-03-10,Closed,D1048,Robbery,"Mooreville, IA"
C2905,Process deal without,2024-03-28,Closed,D1013,Robbery,"Brownburgh, FL"
C2906,Break they,2023-10-17,Open,D1126,Homicide,"Lake Erinberg, OR"
C2907,Real know executive,2023-07-28,Open,D1026,Robbery,"Port Mercedesfort, MN"
C2908,Cause room writer,2024-04-30,Open,D1174,Homicide,"North Malikland, AL"
C2909,Wish old,2024-01-01,Open,D1109,Robbery,"South Natalieburgh, IA"
C2910,Yet fear,2023-12-18,Open,D1041,Narcotics,"Robertfort, OH"
C2911,Will share fish,2023-11-02,Open,D1030,Narcotics,"Kellyborough, CO"
C2912,Research occur,2024-01-02,Closed,D1131,Robbery,"Lisafort, NV"
C2913,Recently stuff,2025-03-02,Closed,D1015,Homicide,"Rachelborough, FL"
C2914,Already billion magazine,2024-07-08,Open,D1050,Fraud,"South Kyleview, CO"
C2915,Family go where,2024-01-22,Open,D1026,Fraud,"South Lindabury, MD"
C2916,Have professional yes,2024-03-05,Open,D1158,Homicide,"Hendersonville, ND"
C2917,Region scientist,2024-07-07,Open,D1046,Cyber Crime,"West Kaitlin, IA"
C2918,Close,2024-01-24,Closed,D1148,Fraud,"Rowebury, NY"
C2919,Good if water,2022-05-24,Open,D1079,Cyber Crime,"South Kellyfort, UT"
C2920,Scene the care,2022-12-30,Open,D1082,Cyber Crime,"New Julieshire, GA"
C2921,Recent woman opportunity,2024-12-21,Open,D1187,Narcotics,"Port Wendy, KY"
C2922,Manage weight since same,2023-07-25,Open,D1084,Robbery,"Melissafort, MD"
C2923,Theory important mean,2022-11-30,Open,D1032,Fraud,"Port Christopherchester, SD"
C2924,Common threat gun,2023-07-26,Closed,D1121,Narcotics,"Wallview, AK"
C2925,Option,2023-06-18,Open,D1150,Robbery,"Mendezborough, OH"
C2926,Firm against instead training,2023-06-25,Open,D1072,Homicide,"Port Andrewbury, TX"
C2927,Soon well must,2024-10-08,Open,D1109,Homicide,"East Natashastad, OH"
C2928,Director beat reduce,2023-03-20,Open,D1054,Cyber Crime,"New Christopherport, RI"
C2929,End fact ready coach,2024-02-11,Open,D1170,Robbery,"Jonathanfort, WV"
C2930,See serve successful,2025-03-17,Open,D1147,Narcotics,"Arroyoborough, LA"
C2931,Within fund,2023-04-04,Closed,D1111,Narcotics,"Lake Victoriaport, NH"
C2932,Beautiful year,2024-09-04,Open,D1070,Homicide,"Jacksonfort, VT"
C2933,Agency hope common,2025-01-13,Closed,D1125,Narcotics,"Michaelhaven, WV"
C2934,Mr including perform use,2023-02-16,Closed,D1157,Homicide,"New Rebeccatown, WI"
C2935,Here goal,2022-04-29,Open,D1029,Fraud,"Brentshire, RI"
C2936,Claim hour,2023-11-18,Closed,D1112,Robbery,"West Michelle, AK"
C2937,Material two speech,2024-06-24,Closed,D1128,Homicide,"Danielburgh, AZ"
C2938,Relationship bit,2023-02-14,Closed,D1062,Homicide,"Lake Theresaburgh, MN"
C2939,Any purpose,2022-09-20,Open,D1192,Cyber Crime,"East Chadland, IA"
C2940,Grow detail,2023-11-10,Closed,D1192,Homicide,"Port David, PA"
C2941,Story trade,2023-04-22,Closed,D1093,Robbery,"Andreaburgh, CT"
C2942,Human great area,2023-12-07,Open,D1048,Cyber Crime,"West Cassie, KS"
C2943,Yet or fight,2023-07-23,Open,D1159,Homicide,"Port Dennis, NE"
C2944,Response city,2023-12-31,Open,D1022,Robbery,"Thomaston, CT"
C2945,Office system present,2023-07-20,Closed,D1153,Homicide,"Rachelborough, NM"
C2946,Number both morning,2024-10-11,Closed,D1069,Robbery,"Gonzalezbury, SD"
C2947,Training left after,2023-02-05,Open,D1112,Narcotics,"South Rebeccatown, AZ"
C2948,Everybody onto sing,2023-10-16,Closed,D1056,Fraud,"Dianaborough, AK"
C2949,Who wind,2023-04-14,Open,D1197,Fraud,"Ericksonbury, PA"
C2950,Over election,2022-12-20,Open,D1177,Homicide,"North Ruthfort, PA"
C2951,Program share,2023-01-12,Closed,D1149,Robbery,"East Williamland, MI"
C2952,Five military,2024-01-11,Open,D1180,Cyber Crime,"Port Joshuatown, HI"
C2953,Activity main,2024-09-25,Closed,D1077,Robbery,"West Kathyhaven, UT"
C2954,Blood,2022-06-19,Open,D1027,Robbery,"Thomashaven, IA"
C2955,News son throughout dinner,2022-09-08,Open,D1079,Cyber Crime,"North Amyfurt, MT"
C2956,Someone if throw,2023-11-26,Open,D1027,Robbery,"Hoganberg, SC"
C2957,Fine,2024-01-12,Closed,D1067,Robbery,"Moorestad, HI"
C2958,Fly suggest,2023-07-20,Open,D1028,Robbery,"South Gabriellefurt, VT"
C2959,Magazine measure,2024-01-07,Open,D1056,Robbery,"North Alice, WV"
C2960,Item many,2024-06-16,Closed,D1050,Narcotics,"South Christopherborough, ME"
C2961,Less,2023-05-15,Closed,D1026,Cyber Crime,"East Mark, WV"
C2962,What while,2023-04-09,Closed,D1139,Robbery,"North Alexandra, MD"
C2963,Realize sense,2024-08-18,Open,D1104,Fraud,"Gabrielaside, OH"
C2964,Interview table but kind,2022-06-08,Open,D1151,Robbery,"Markberg, MO"
C2965,Option many,2022-10-29,Closed,D1094,Fraud,"Reedtown, ME"
C2966,Suddenly support but share,2022-09-04,Open,D1183,Robbery,"Michaelport, IA"
C2967,Skin building,2023-09-11,Closed,D1057,Fraud,"Jonathanton, SC"
C2968,In personal,2023-07-13,Closed,D1163,Homicide,"Port Lisa, NE"
C2969,Hair again partner,2024-07-16,Closed,D1154,Narcotics,"Collinsview, IA"
C2970,Step how machine,2023-11-05,Open,D1138,Cyber Crime,"Lake Alexander, KS"
